order_id,total_sale
162,2988.96
163,998.99
164,9167.97
165,6849.96
166,4778.99
167,10638.95
168,5471.93
169,6290.94
170,6547.96
171,1799.99
172,899.98
173,2069.96
174,1437.98
175,3809.95
176,6061.94
177,1199.98
178,5096.98
179,3888.93
180,599.99
181,5389.95
182,2099.96
183,5339.96
184,4490.97
185,2399.98
186,3369.98
187,1320.99
188,7999.98
189,1199.98
190,3079.96
191,6499.93
192,9047.94
193,1099.98
194,539.98
195,9700.93
196,6717.95
197,7299.96
198,6708.92
199,4797.97
200,1139.96
201,5518.96
202,4288.95
203,4355.97
204,1797.98
205,1639.96
206,1099.98
207,13782.93
208,11387.94
209,269.99
210,809.97
211,3048.98
212,6748.95
213,269.99
214,269.99
215,1548.98
216,1739.96
217,3976
218,2319.96
219,1920.98
220,3979.93
221,3361.98
222,3048.98
223,10990.93
224,7429.96
225,3269.98
226,749.99
227,3059.96
228,5769.93
229,5441.95
230,3361.98
231,6781.94
232,8610.94
233,3079.94
234,9069.95
235,9009.95
236,9299.94
237,2879.95
238,6779.92
239,7988.94
240,7018.97
241,3999.99
242,999.99
243,9897.96
244,1218.98
245,4897.99
246,858
247,1499.98
248,4898.96
249,9167.97
250,4219.98
251,1139.96
252,6710.97
253,3361.98
254,2489.96
255,4681.94
256,1950.98
257,7767.95
258,7397.97
259,5939.94
260,3248.96
261,2327.97
262,6749.97
263,5499.96
264,5708.94
265,5999.98
266,1888.97
267,9959.92
268,7939.96
269,3369.96
270,1529.97
271,12571.93
272,3180.97
273,269.99
274,10361.94
275,8948.97
276,8428.96
277,2679.94
278,5129.96
279,499.99
280,1969.96
281,8809.95
282,11799.93
283,4199.97
284,1699.97
285,2499.96
286,6939.93
287,4219.97
288,12448.97
289,1248.98
290,4411.95
291,1479.96
292,6895.99
293,1367.99
294,9718.95
295,539.98
296,8461.93
297,5799.98
298,5049.93
299,6459.98
300,12110.94
301,739.98
302,3497.96
303,4699.96
304,10148.97
305,4018.97
306,1818.99
307,1059.98
308,5167.98
309,1549.98
310,12981.93
311,3499.98
312,2839.94
313,5997.99
314,12860.94
315,4680.98
316,4177.95
317,2888.96
318,4539.95
319,3310.95
320,749.99
321,8099.93
322,809.97
323,1739.96
324,3467.95
325,5489.96
326,849.98
327,4269.96
328,939.98
329,6068.93
330,539.98
331,858
332,898
333,5497.97
334,6199.95
335,2239.96
336,3449.98
337,3348.99
338,9120.94
339,1329.97
340,6968.94
341,599.98
342,4799.96
343,5890.95
344,1437.98
345,1997.98
346,2267.96
347,299.99
348,3701.96
349,1199.98
350,2539.96
351,8039.93
352,1950.98
353,1499.98
354,718.99
355,1139.97
356,3769.96
357,4947.96
358,5977.94
359,15059.94
360,9639.94
361,3720.95
362,749.99
363,1939.95
364,999.98
365,1099.98
366,4369.96
367,4567.97
368,5407.97
369,3098
370,6799.96
371,819.98
372,3541.96
373,5587.95
374,5548.99
375,8939.92
376,2099.96
377,2069.98
378,1199.98
379,3599.98
380,3961.97
381,539.98
382,5069.97
383,2068.94
384,6369.94
385,9469.95
386,4999.95
387,449
388,3868.96
389,9228.95
390,11299.96
391,5541.95
392,2539.96
393,939.98
394,1439.96
395,269.99
396,2870.96
397,3999.99
398,5426.97
399,4131.96
400,6099.95
401,3397.99
402,2860.96
403,10189.93
404,5199.95
405,5637.96
406,2899.99
407,1920.98
408,3806.97
409,1999.96
410,7599.95
411,1949.97
412,4978.98
413,7099.96
414,5799.98
415,3860.94
416,1089.97
417,2139.96
418,1149.98
419,2999.99
420,3917.96
421,7639.91
422,1199.98
423,5378.95
424,739.98
425,1458.97
426,2148.98
427,3359.94
428,2911.97
429,11342.93
430,10360.92
431,2447.95
432,11097.98
433,5468.97
434,8129.95
435,3718.98
436,1299.98
437,6148.97
438,7309.94
439,8939.96
440,6697.98
441,1079.98
442,3339.94
443,1920.98
444,6227.94
445,4899.97
446,1469.97
447,8599.96
448,1479.96
449,10807.95
450,2420.97
451,539.98
452,12080.95
453,4399.96
454,2639.94
455,2999.99
456,1157.99
457,10278.95
458,5520.93
459,1680.99
460,4786.97
461,8547.95
462,1099.98
463,539.98
464,3999.99
465,1939.96
466,11218.95
467,5076.97
468,10046.97
469,7559.95
470,4318.97
471,809.97
472,1069.97
473,599.99
474,2578.99
475,2557.97
476,10901.92
477,2018.99
478,539.98
479,6968.96
480,4029.96
481,7739.94
482,539.98
483,429
484,10619.94
485,1469.97
486,3599.97
487,469.99
488,1409.95
489,3599.98
490,1659.95
491,7599.94
492,1609.96
493,2027.98
494,299.99
495,3269.98
496,1109.96
497,999.98
498,2368.98
499,3950.94
500,1369.97
501,3567.96
502,269.99
503,2088.98
504,2599.96
505,599.99
506,4499.98
507,5101.94
508,6897.96
509,6399.96
510,429
511,809.97
512,269.99
513,4569.97
514,1756
515,5060.94
516,6641.97
517,539.98
518,9263.9
519,6567.95
520,2698.98
521,1590.98
522,6609.95
523,4991.94
524,8030.94
525,8488.96
526,4599.95
527,10246.97
528,539.98
529,1099.98
530,5339.95
531,2069.96
532,2607.97
533,6048.96
534,8389.93
535,1619.96
536,2389.95
537,4006.97
538,1499.98
539,6839.95
540,2248.96
541,539.98
542,5697.96
543,2148.97
544,1248.98
545,3219.94
546,3555.99
547,7682.96
548,5161.97
549,6669.94
550,2899.99
551,5621.94
552,2946.97
553,1997.98
554,8069.95
555,6999.96
556,6399.97
557,7548.98
558,11237.95
559,9529.95
560,1799.97
561,3687.97
562,1599.97
563,1928.96
564,3429.98
565,4877.97
566,11439.93
567,4320.98
568,2869.99
569,1699.97
570,5829.94
571,5899.98
572,4901.95
573,749.99
574,6201.91
575,6349.97
576,2999.99
577,1999.98
578,5767.95
579,8469.97
580,8718.93
581,3599.98
582,3956
583,1059.98
584,5148.95
585,4076.97
586,3961.96
587,1568.97
588,3397.99
589,1059.98
590,8891.92
591,3699.94
592,2037.97
593,2499.97
594,1139.97
595,7546.96
596,4920.96
597,2657.99
598,7269.95
599,9937.95
600,4997.97
601,1099.98
602,3701.96
603,3449.98
604,9097.98
605,3669.95
606,1837.98
607,4831.95
608,14349.95
609,7409.96
610,4847.96
611,1199.98
612,1568.97
613,7447.97
614,718.99
615,3818.96
616,1749.97
617,4421.96
618,2538.99
619,499.99
620,2641.98
621,858
622,8497.97
623,1799.99
624,1949.94
625,4990.95
626,529.99
627,7048.97
628,1059.98
629,5170.92
630,3258.96
631,2159.96
632,5401.93
633,7379.94
634,6349.97
635,2899.99
636,659.98
637,3899.97
638,7551.96
639,11899.95
640,3803.92
641,4519.97
642,899.98
643,749.99
644,2999.99
645,16509.92
646,4809.95
647,1269.97
648,549.99
649,4919.94
650,999.99
651,2212.94
652,8731.93
653,8411.93
654,4941.94
655,250.99
656,1359.96
657,7275.97
658,10999.96
659,18259.93
660,18799.93
661,7539.96
662,8149.91
663,4914.95
664,15052.93
665,10599.95
666,2479.97
667,2142.95
668,3897.98
669,1819.97
670,5653.94
671,7850.94
672,16699.94
673,2391.96
674,1199.98
675,1767.97
676,3173.95
677,16767.91
678,2511.96
679,1359.96
680,12199.96
681,11099.94
682,4919.96
683,1499.98
684,5969.98
685,17996.92
686,3359.95
687,6091.94
688,1989.98
689,939.98
690,4635.94
691,9241.93
692,15259.94
693,5508.94
694,11243.92
695,5319.96
696,5249.96
697,2641.98
698,10899.96
699,6452.92
700,11499.97
701,109.99
702,3481.95
703,8661.93
704,7577.97
705,4999.99
706,3159.96
707,5951.93
708,6709.96
709,7579.95
710,12919.93
711,4481.94
712,8892.92
713,2769.93
714,419.98
715,15999.97
716,7564.93
717,11209.97
718,11399.94
719,489.99
720,940.98
721,4199.94
722,2503.95
723,2149.96
724,4089.96
725,9159.94
726,489.99
727,1967.97
728,11509.96
729,679.98
730,6572.94
731,5351.95
732,11099.97
733,3789.96
734,2513.94
735,3931.98
736,18428.96
737,3843.96
738,6419.94
739,999.99
740,4829.94
741,16839.94
742,1703.97
743,761.99
744,939.98
745,1787.95
746,299.99
747,2660.95
748,4635.93
749,11452.95
750,1915.97
751,1739.98
752,4365.96
753,11284.92
754,7481.92
755,16123.94
756,1347.99
757,299.99
758,2950.93
759,1067.97
760,2539.96
761,7051.97
762,979.98
763,761.98
764,5499.95
765,7146.94
766,470.99
767,9039.94
768,1932.98
769,4405.95
770,6684.95
771,729.97
772,551.99
773,2277.96
774,13362.93
775,1499.99
776,8349.95
777,10070.96
778,819.98
779,8189.94
780,469.99
781,12833.94
782,4699.94
783,1999.95
784,2109.96
785,10699.96
786,761.99
787,13501.96
788,2218.98
789,1399.96
790,7349.97
791,4199.97
792,9949.94
793,3359.95
794,6318.96
795,1199.96
796,939.98
797,15937.93
798,4709.93
799,19081.91
800,6309.92
801,339.99
802,10165.95
803,3012.94
804,13169.95
805,9899.92
806,4389.91
807,9609.92
808,2376.97
809,1667.96
810,7363.95
811,5850.95
812,5599.97
813,4333.9
814,1970.94
815,2727.93
816,2179.96
817,4397.95
818,5529.95
819,249.99
820,416.99
821,2696.95
822,1369.98
823,12399.95
824,419.98
825,2448.98
826,2572.97
827,9719.96
828,6949.95
829,1619.97
830,2339.94
831,2381.97
832,6269.95
833,1199.98
834,4117.97
835,2103.96
836,899.98
837,7229.96
838,5722.95
839,13029.96
840,7199.96
841,6130.93
842,4499.97
843,3519.94
844,10155.92
845,4689.92
846,10880.92
847,9999.98
848,4509.93
849,416.99
850,3701.95
851,1209.98
852,2819.98
853,16239.93
854,189.99
855,1078.97
856,1099.98
857,999.99
858,4830.94
859,4409.91
860,12669.92
861,4039.97
862,7629.96
863,419.98
864,1343.96
865,1303.97
866,1993.94
867,339.99
868,1409.99
869,11463.92
870,3499.99
871,3833.94
872,7749.97
873,939.98
874,9849.94
875,4442.94
876,2543.95
877,1301.98
878,2659.96
879,3439.93
880,7471.94
881,7720.95
882,11899.94
883,3181.97
884,12742.92
885,5749.98
886,6299.98
887,12659.97
888,2139.96
889,1099.98
890,4088.92
891,8969.94
892,19022.94
893,1371.97
894,679.98
895,449.99
896,2248.98
897,883.98
898,7173.93
899,6098.97
900,16859.92
901,11299.98
902,2459.94
903,6265.96
904,15355.93
905,12450.94
906,8529.91
907,566.97
908,2699.96
909,1320.99
910,299.99
911,5151.94
912,3213.93
913,1519.96
914,3609.95
915,5039.96
916,209.99
917,1469.99
918,7782.96
919,4539.98
920,5471.94
921,3499.96
922,1349.97
923,1349.97
924,1532.97
925,7349.97
926,759.98
927,14379.93
928,983.97
929,8209.96
930,26913.92
931,7299.97
932,439.99
933,2269.96
934,19614.94
935,2313.94
936,1199.98
937,29150.91
938,3169.98
939,2154.97
940,1199.98
941,4841.95
942,4629.92
943,1159.98
944,6013.9
945,15053.91
946,19699.92
947,5609.96
948,3799.91
949,11399.96
950,5499.99
951,20199.95
952,3199.97
953,599.98
954,5799.98
955,12605.94
956,3745.91
957,3481.92
958,6799.98
959,2966.96
960,5675.93
961,11827.95
962,1673.96
963,2899.99
964,649.98
965,419.98
966,939.98
967,2592.95
968,13287.97
969,1272.98
970,10179.94
971,7263.91
972,3989.98
973,21816.93
974,1479.96
975,941.98
976,2699.97
977,5109.93
978,2799.94
979,5509.94
980,10489.96
981,8638.92
982,11886.94
983,7539.93
984,3670.95
985,6537.95
986,2037.96
987,16881.95
988,2482.96
989,3500.94
990,2829.94
991,6872.96
992,6639.94
993,11169.93
994,1880.96
995,1749.96
996,1369.97
997,1907.94
998,1733.97
999,1769.97
1000,4062.95
